PreNro,TdesdeLiquidacion,Flag90,Plazo
6802,18,0,12
6802,19,0,12
6802,20,0,12
6802,21,0,12
6802,22,0,12
6802,23,0,12
6802,24,0,12
6804,0,0,12
6804,1,0,12
6804,2,0,12
6804,3,0,12
6804,4,0,12
6804,5,1,12
6804,6,1,12
6804,7,1,12
6804,8,1,12
6804,9,1,12
6804,10,1,12
6804,11,1,12
6804,12,1,12
6804,13,1,12
6804,14,1,12
6804,15,1,12
6804,16,1,12
6804,17,1,12
6804,18,1,12
6804,19,1,12
6804,20,1,12
6804,21,1,12
6804,22,1,12
6804,23,1,12
6804,24,1,12
6805,0,0,6
6805,1,0,6
6805,2,0,6
6805,3,0,6
6805,4,0,6
6805,5,0,6
6805,6,0,6
6805,7,0,6
6805,8,0,6
6805,9,1,6
6805,10,1,6
6805,11,1,6
6805,12,1,6
6805,13,1,6
6805,14,1,6
6805,15,1,6
6805,16,1,6
6805,17,1,6
6805,18,1,6
6805,19,1,6
6805,20,1,6
6805,21,1,6
6805,22,1,6
6805,23,1,6
6805,24,1,6
6806,0,0,24
6806,1,0,24
6806,2,0,24
6806,3,0,24
6806,4,0,24
6806,5,0,24
6806,6,0,24
6806,7,0,24
6806,8,0,24
6806,9,0,24
6806,10,0,24
6806,11,0,24
6806,12,0,24
6806,13,0,24
6806,14,0,24
6806,15,0,24
6806,16,0,24
6806,17,0,24
6806,18,0,24
6806,19,0,24
6806,20,0,24
6806,21,0,24
6806,22,0,24
6806,23,0,24
6806,24,0,24
6809,0,0,12
6809,1,0,12
6809,2,0,12
6809,3,0,12
6809,4,0,12
6809,5,0,12
6809,6,0,12
6809,7,0,12
6809,8,0,12
6809,9,0,12
6809,10,0,12
6809,11,0,12
6809,12,0,12
6809,13,0,12
6809,14,0,12
6809,15,0,12
6809,16,0,12
6809,17,0,12
6809,18,0,12
6809,19,0,12
6809,20,0,12
6809,21,0,12
6809,22,0,12
6809,23,0,12
6809,24,0,12
6810,0,0,24
6810,1,0,24
6810,2,0,24
6810,3,0,24
6810,4,0,24
6810,5,0,24
6810,6,0,24
6810,7,0,24
6810,8,0,24
6810,9,0,24
6810,10,0,24
6810,11,1,24
6810,12,1,24
6810,13,1,24
6810,14,1,24
6810,15,1,24
6810,16,1,24
6810,17,1,24
6810,18,1,24
6810,19,1,24
6810,20,1,24
6810,21,1,24
6810,22,1,24
6810,23,1,24
6810,24,1,24
6812,0,0,18
6812,1,0,18
6812,2,0,18
6812,3,0,18
6812,4,0,18
6812,5,0,18
6812,6,0,18
6812,7,0,18
6812,8,0,18
6812,9,0,18
6812,10,0,18
6812,11,1,18
6812,12,1,18
6812,13,1,18
6812,14,0,18
6812,15,0,18
6812,16,0,18
6812,17,0,18
6812,18,0,18
6812,19,0,18
6812,20,0,18
6812,21,0,18
6812,22,0,18
6812,23,0,18
6812,24,0,18
6813,0,0,24
6813,1,0,24
6813,2,0,24
6813,3,0,24
6813,4,0,24
6813,5,0,24
6813,6,0,24
6813,7,0,24
6813,8,0,24
6813,9,0,24
6813,10,0,24
6813,11,0,24
6813,12,0,24
6813,13,0,24
6813,14,0,24
6813,15,0,24
6813,16,0,24
6813,17,0,24
6813,18,0,24
6813,19,0,24
6813,20,0,24
6813,21,0,24
6813,22,0,24
6813,23,0,24
6813,24,0,24
6815,0,0,12
6815,1,0,12
6815,2,0,12
6815,3,0,12
6815,4,0,12
6815,5,0,12
6815,6,0,12
6815,7,0,12
6815,8,0,12
6815,9,0,12
6815,10,0,12
6815,11,0,12
6815,12,0,12
6815,13,0,12
6815,14,0,12
6815,15,0,12
6815,16,0,12
6815,17,0,12
6815,18,0,12
6815,19,0,12
6815,20,0,12
6815,21,0,12
6815,22,0,12
6815,23,0,12
6815,24,0,12
6816,0,0,18
6816,1,0,18
6816,2,0,18
6816,3,0,18
6816,4,0,18
6816,5,0,18
6816,6,0,18
6816,7,0,18
6816,8,1,18
6816,9,1,18
6816,10,1,18
6816,11,1,18
6816,12,1,18
6816,13,1,18
6816,14,1,18
6816,15,1,18
6816,16,1,18
6816,17,1,18
6816,18,1,18
6816,19,1,18
6816,20,1,18
6816,21,1,18
6816,22,1,18
6816,23,1,18
6816,24,1,18
6817,0,0,24
6817,1,0,24
6817,2,0,24
6817,3,0,24
6817,4,0,24
6817,5,0,24
6817,6,1,24
6817,7,1,24
6817,8,1,24
6817,9,1,24
6817,10,1,24
6817,11,1,24
6817,12,1,24
6817,13,1,24
6817,14,1,24
6817,15,1,24
6817,16,1,24
6817,17,1,24
6817,18,1,24
6817,19,1,24
6817,20,1,24
6817,21,1,24
6817,22,1,24
6817,23,1,24
6817,24,1,24
6821,0,0,12
6821,1,0,12
6821,2,0,12
6821,3,0,12
6821,4,0,12
6821,5,0,12
6821,6,0,12
6821,7,0,12
6821,8,0,12
6821,9,0,12
6821,10,0,12
6821,11,0,12
6821,12,0,12
6821,13,0,12
6821,14,0,12
6821,15,0,12
6821,16,0,12
6821,17,0,12
6821,18,0,12
6821,19,0,12
6821,20,0,12
6821,21,0,12
6821,22,0,12
6821,23,0,12
6821,24,0,12
6827,0,0,24
6827,1,0,24
6827,2,0,24
6827,3,0,24
6827,4,0,24
6827,5,0,24
6827,6,0,24
6827,7,0,24
6827,8,0,24
6827,9,0,24
6827,10,0,24
6827,11,0,24
6827,12,0,24
6827,13,0,24
6827,14,0,24
6827,15,0,24
6827,16,0,24
6827,17,0,24
6827,18,0,24
6827,19,0,24
6827,20,0,24
6827,21,0,24
6827,22,0,24
6827,23,0,24
6827,24,0,24
6831,0,0,12
6831,1,0,12
6831,2,0,12
6831,3,0,12
6831,4,0,12
6831,5,0,12
6831,6,0,12
6831,7,0,12
6831,8,0,12
6831,9,0,12
6831,10,0,12
6831,11,0,12
6831,12,0,12
6831,13,0,12
6831,14,0,12
6831,15,0,12
6831,16,0,12
6831,17,0,12
6831,18,0,12
6831,19,0,12
6831,20,0,12
6831,21,0,12
6831,22,0,12
6831,23,0,12
6831,24,0,12
6837,0,0,12
6837,1,0,12
6837,2,0,12
6837,3,0,12
6837,4,0,12
6837,5,0,12
6837,6,0,12
6837,7,0,12
6837,8,0,12
6837,9,0,12
6837,10,0,12
6837,11,0,12
6837,12,0,12
6837,13,0,12
6837,14,0,12
6837,15,0,12
6837,16,0,12
6837,17,0,12
6837,18,0,12
6837,19,0,12
6837,20,0,12
6837,21,0,12
6837,22,0,12
6837,23,0,12
6837,24,0,12
6838,0,0,24
6838,1,0,24
6838,2,0,24
6838,3,0,24
6838,4,0,24
6838,5,0,24
6838,6,0,24
6838,7,0,24
6838,8,1,24
6838,9,1,24
6838,10,1,24
6838,11,1,24
6838,12,1,24
6838,13,1,24
6838,14,1,24
6838,15,1,24
6838,16,1,24
6838,17,1,24
6838,18,1,24
6838,19,1,24
6838,20,1,24
6838,21,1,24
6838,22,1,24
6838,23,1,24
6838,24,1,24
6840,0,0,12
6840,1,0,12
6840,2,0,12
6840,3,0,12
6840,4,0,12
6840,5,0,12
6840,6,0,12
6840,7,0,12
6840,8,0,12
6840,9,0,12
6840,10,0,12
6840,11,0,12
6840,12,0,12
6840,13,0,12
6840,14,0,12
6840,15,0,12
6840,16,0,12
6840,17,0,12
6840,18,0,12
6840,19,0,12
6840,20,0,12
6840,21,0,12
6840,22,0,12
6840,23,0,12
6840,24,0,12
6841,0,0,12
6841,1,0,12
6841,2,0,12
6841,3,0,12
6841,4,0,12
6841,5,0,12
6841,6,0,12
6841,7,1,12
6841,8,1,12
6841,9,1,12
6841,10,1,12
6841,11,1,12
6841,12,1,12
6841,13,1,12
6841,14,1,12
6841,15,1,12
6841,16,1,12
6841,17,0,12
6841,18,0,12
6841,19,0,12
6841,20,0,12
6841,21,0,12
6841,22,0,12
6841,23,0,12
6841,24,0,12
6842,0,0,12
6842,1,0,12
6842,2,0,12
6842,3,0,12
6842,4,0,12
6842,5,0,12
6842,6,0,12
6842,7,0,12
6842,8,0,12
6842,9,0,12
6842,10,0,12
6842,11,0,12
6842,12,1,12
6842,13,1,12
6842,14,1,12
6842,15,1,12
6842,16,1,12
6842,17,1,12
6842,18,1,12
6842,19,1,12
6842,20,1,12
6842,21,1,12
6842,22,1,12
6842,23,1,12
6842,24,1,12
6844,0,0,12
6844,1,0,12
6844,2,0,12
6844,3,0,12
6844,4,0,12
6844,5,0,12
6844,6,0,12
6844,7,0,12
6844,8,0,12
6844,9,0,12
6844,10,0,12
6844,11,0,12
6844,12,0,12
6844,13,0,12
6844,14,0,12
6844,15,0,12
6844,16,0,12
6844,17,0,12
6844,18,0,12
6844,19,0,12
6844,20,0,12
6844,21,0,12
6844,22,0,12
6844,23,0,12
6844,24,0,12
6845,0,0,24
6845,1,0,24
6845,2,0,24
6845,3,0,24
6845,4,0,24
6845,5,0,24
6845,6,0,24
6845,7,0,24
6845,8,0,24
6845,9,0,24
6845,10,0,24
6845,11,0,24
6845,12,0,24
6845,13,0,24
6845,14,0,24
6845,15,0,24
6845,16,0,24
6845,17,0,24
6845,18,0,24
6845,19,0,24
6845,20,0,24
6845,21,0,24
6845,22,0,24
6845,23,0,24
6845,24,0,24
6846,0,0,18
6846,1,0,18
6846,2,0,18
6846,3,0,18
6846,4,0,18
6846,5,0,18
6846,6,0,18
6846,7,0,18
6846,8,0,18
6846,9,0,18
6846,10,0,18
6846,11,0,18
6846,12,0,18
6846,13,0,18
6846,14,0,18
6846,15,0,18
6846,16,0,18
6846,17,0,18
6846,18,0,18
6846,19,0,18
6846,20,0,18
6846,21,0,18
6846,22,0,18
6846,23,0,18
6846,24,0,18
6848,0,0,12
6848,1,0,12
6848,2,0,12
6848,3,0,12
6848,4,0,12
6848,5,0,12
6848,6,0,12
6848,7,0,12
6848,8,0,12
6848,9,0,12
6848,10,0,12
6848,11,0,12
6848,12,0,12
6848,13,0,12
6848,14,0,12
6848,15,0,12
6848,16,0,12
6848,17,0,12
6848,18,0,12
6848,19,0,12
6848,20,0,12
6848,21,0,12
6848,22,0,12
6848,23,0,12
6848,24,0,12
6849,0,0,12
6849,1,0,12
6849,2,0,12
6849,3,0,12
6849,4,0,12
6849,5,0,12
6849,6,0,12
6849,7,0,12
6849,8,0,12
6849,9,0,12
6849,10,0,12
6849,11,0,12
6849,12,0,12
6849,13,0,12
6849,14,0,12
6849,15,0,12
6849,16,0,12
6849,17,0,12
6849,18,0,12
6849,19,0,12
6849,20,0,12
6849,21,0,12
6849,22,0,12
6849,23,0,12
6849,24,0,12
6852,0,0,12
6852,1,0,12
6852,2,0,12
6852,3,0,12
6852,4,0,12
6852,5,0,12
6852,6,0,12
6852,7,0,12
6852,8,0,12
6852,9,0,12
6852,10,0,12
6852,11,0,12
6852,12,0,12
6852,13,0,12
6852,14,0,12
6852,15,0,12
6852,16,0,12
6852,17,0,12
6852,18,0,12
6852,19,0,12
6852,20,0,12
6852,21,0,12
6852,22,0,12
6852,23,0,12
6852,24,0,12
6855,0,0,24
6855,1,0,24
6855,2,0,24
6855,3,0,24
6855,4,0,24
6855,5,0,24
6855,6,0,24
6855,7,0,24
6855,8,0,24
6855,9,0,24
6855,10,0,24
6855,11,0,24
6855,12,0,24
6855,13,0,24
6855,14,0,24
6855,15,0,24
6855,16,0,24
6855,17,0,24
6855,18,0,24
6855,19,0,24
6855,20,0,24
6855,21,0,24
6855,22,0,24
6855,23,0,24
6855,24,0,24
6860,0,0,12
6860,1,0,12
6860,2,0,12
6860,3,0,12
6860,4,0,12
6860,5,0,12
6860,6,0,12
6860,7,0,12
6860,8,0,12
6860,9,0,12
6860,10,0,12
6860,11,0,12
6860,12,0,12
6860,13,0,12
6860,14,0,12
6860,15,0,12
6860,16,0,12
6860,17,0,12
6860,18,0,12
6860,19,0,12
6860,20,0,12
6860,21,0,12
6860,22,0,12
6860,23,0,12
6860,24,0,12
6863,0,0,18
6863,1,0,18
6863,2,0,18
6863,3,0,18
6863,4,0,18
6863,5,0,18
6863,6,0,18
6863,7,0,18
6863,8,0,18
6863,9,0,18
6863,10,0,18
6863,11,0,18
6863,12,0,18
6863,13,0,18
6863,14,0,18
6863,15,0,18
6863,16,0,18
6863,17,0,18
6863,18,0,18
6863,19,0,18
6863,20,0,18
6863,21,0,18
6863,22,0,18
6863,23,0,18
6863,24,0,18
6864,0,0,12
6864,1,0,12
6864,2,0,12
6864,3,0,12
6864,4,0,12
6864,5,0,12
6864,6,0,12
6864,7,0,12
6864,8,0,12
6864,9,0,12
6864,10,0,12
6864,11,0,12
6864,12,0,12
6864,13,0,12
6864,14,0,12
6864,15,0,12
6864,16,0,12
6864,17,0,12
6864,18,0,12
6864,19,0,12
6864,20,0,12
6864,21,0,12
6864,22,0,12
6864,23,0,12
6864,24,0,12
6865,0,0,8
6865,1,0,8
6865,2,0,8
6865,3,0,8
6865,4,0,8
6865,5,1,8
6865,6,1,8
6865,7,1,8
6865,8,1,8
6865,9,1,8
6865,10,1,8
6865,11,1,8
6865,12,1,8
6865,13,1,8
6865,14,1,8
6865,15,1,8
6865,16,1,8
6865,17,1,8
6865,18,1,8
6865,19,1,8
6865,20,1,8
6865,21,1,8
6865,22,1,8
6865,23,1,8
6865,24,1,8
6866,0,0,12
6866,1,0,12
6866,2,0,12
6866,3,0,12
6866,4,0,12
6866,5,0,12
6866,6,0,12
6866,7,0,12
6866,8,0,12
6866,9,0,12
6866,10,0,12
6866,11,0,12
6866,12,0,12
6866,13,0,12
6866,14,0,12
6866,15,0,12
6866,16,0,12
6866,17,0,12
6866,18,0,12
6866,19,0,12
6866,20,0,12
6866,21,0,12
6866,22,0,12
6866,23,0,12
6866,24,0,12
6867,0,0,24
6867,1,0,24
6867,2,0,24
6867,3,0,24
6867,4,0,24
6867,5,0,24
6867,6,0,24
6867,7,0,24
6867,8,0,24
6867,9,0,24
6867,10,0,24
6867,11,0,24
6867,12,0,24
6867,13,0,24
6867,14,0,24
6867,15,0,24
6867,16,0,24
6867,17,0,24
6867,18,0,24
6867,19,0,24
6867,20,0,24
6867,21,0,24
6867,22,0,24
6867,23,0,24
6867,24,0,24
6868,0,0,24
6868,1,0,24
6868,2,0,24
6868,3,0,24
6868,4,0,24
6868,5,1,24
6868,6,1,24
6868,7,1,24
6868,8,1,24
6868,9,1,24
6868,10,1,24
6868,11,1,24
6868,12,1,24
6868,13,1,24
6868,14,1,24
6868,15,1,24
6868,16,1,24
6868,17,1,24
6868,18,1,24
6868,19,1,24
6868,20,1,24
6868,21,1,24
6868,22,1,24
6868,23,1,24
6868,24,1,24
6871,0,0,12
6871,1,0,12
6871,2,0,12
6871,3,0,12
6871,4,0,12
6871,5,0,12
6871,6,0,12
6871,7,0,12
6871,8,0,12
6871,9,0,12
6871,10,0,12
6871,11,0,12
6871,12,0,12
6871,13,0,12
6871,14,0,12
6871,15,0,12
6871,16,0,12
6871,17,0,12
6871,18,0,12
6871,19,0,12
6871,20,0,12
6871,21,0,12
6871,22,0,12
6871,23,0,12
6871,24,0,12
6873,0,0,12
6873,1,0,12
6873,2,0,12
6873,3,0,12
6873,4,0,12
6873,5,0,12
6873,6,0,12
6873,7,0,12
6873,8,0,12
6873,9,1,12
6873,10,1,12
6873,11,1,12
6873,12,1,12
6873,13,1,12
6873,14,1,12
6873,15,1,12
6873,16,1,12
6873,17,1,12
6873,18,1,12
6873,19,0,12
6873,20,0,12
6873,21,0,12
6873,22,0,12
6873,23,0,12
6873,24,0,12
6874,0,0,12
6874,1,0,12
6874,2,0,12
6874,3,0,12
6874,4,0,12
6874,5,0,12
6874,6,0,12
6874,7,0,12
6874,8,0,12
6874,9,0,12
6874,10,0,12
6874,11,0,12
6874,12,0,12
6874,13,0,12
6874,14,0,12
6874,15,0,12
6874,16,0,12
6874,17,0,12
6874,18,0,12
6874,19,0,12
6874,20,0,12
6874,21,0,12
6874,22,0,12
6874,23,0,12
6874,24,0,12
6875,0,0,12
6875,1,0,12
6875,2,0,12
6875,3,0,12
6875,4,0,12
6875,5,0,12
6875,6,0,12
6875,7,0,12
6875,8,0,12
6875,9,0,12
6875,10,0,12
6875,11,0,12
6875,12,0,12
6875,13,0,12
6875,14,0,12
6875,15,0,12
6875,16,0,12
6875,17,0,12
6875,18,0,12
6875,19,0,12
6875,20,0,12
6875,21,0,12
6875,22,0,12
6875,23,0,12
6875,24,0,12
6876,0,0,12
6876,1,0,12
6876,2,0,12
6876,3,0,12
6876,4,0,12
6876,5,0,12
6876,6,0,12
6876,7,0,12
6876,8,0,12
6876,9,0,12
6876,10,0,12
6876,11,0,12
6876,12,0,12
6876,13,0,12
6876,14,0,12
6876,15,0,12
6876,16,0,12
6876,17,0,12
6876,18,0,12
6876,19,0,12
6876,20,0,12
6876,21,0,12
6876,22,0,12
6876,23,0,12
6876,24,0,12
6880,0,0,10
6880,1,0,10
6880,2,0,10
6880,3,0,10
6880,4,0,10
6880,5,0,10
6880,6,0,10
6880,7,0,10
6880,8,0,10
6880,9,0,10
6880,10,0,10
6880,11,0,10
6880,12,0,10
6880,13,0,10
6880,14,0,10
6880,15,0,10
6880,16,0,10
6880,17,0,10
6880,18,0,10
6880,19,0,10
6880,20,0,10
6880,21,0,10
6880,22,0,10
6880,23,0,10
6880,24,0,10
6882,0,0,18
6882,1,0,18
6882,2,0,18
6882,3,0,18
6882,4,0,18
6882,5,0,18
6882,6,0,18
6882,7,0,18
6882,8,0,18
6882,9,0,18
6882,10,0,18
6882,11,0,18
6882,12,0,18
6882,13,0,18
6882,14,0,18
6882,15,1,18
6882,16,1,18
6882,17,1,18
6882,18,1,18
6882,19,1,18
6882,20,1,18
6882,21,1,18
6882,22,1,18
6882,23,1,18
6882,24,1,18
6884,0,0,12
6884,1,0,12
6884,2,0,12
6884,3,1,12
6884,4,1,12
6884,5,1,12
6884,6,1,12
6884,7,1,12
6884,8,1,12
6884,9,1,12
6884,10,1,12
6884,11,1,12
6884,12,1,12
6884,13,1,12
6884,14,1,12
6884,15,1,12
6884,16,1,12
6884,17,1,12
6884,18,1,12
6884,19,1,12
6884,20,1,12
6884,21,1,12
6884,22,1,12
6884,23,1,12
6884,24,1,12
6885,0,0,12
6885,1,0,12
6885,2,0,12
6885,3,0,12
6885,4,0,12
6885,5,0,12
6885,6,0,12
6885,7,0,12
6885,8,0,12
6885,9,0,12
6885,10,0,12
6885,11,0,12
6885,12,0,12
6885,13,0,12
6885,14,0,12
6885,15,0,12
6885,16,0,12
6885,17,0,12
6885,18,0,12
6885,19,0,12
6885,20,0,12
6885,21,0,12
6885,22,0,12
6885,23,0,12
6885,24,0,12
6886,0,0,24
6886,1,0,24
6886,2,0,24
6886,3,0,24
6886,4,0,24
6886,5,0,24
6886,6,0,24
6886,7,0,24
6886,8,0,24
6886,9,0,24
6886,10,0,24
6886,11,0,24
6886,12,0,24
6886,13,0,24
6886,14,0,24
6886,15,0,24
6886,16,0,24
6886,17,0,24
6886,18,0,24
6886,19,1,24
6886,20,1,24
6886,21,1,24
6886,22,1,24
6886,23,1,24
6886,24,1,24
6889,0,0,12
6889,1,0,12
6889,2,0,12
6889,3,0,12
6889,4,1,12
6889,5,1,12
6889,6,1,12
6889,7,1,12
6889,8,1,12
6889,9,1,12
6889,10,1,12
6889,11,1,12
6889,12,1,12
6889,13,1,12
6889,14,1,12
6889,15,1,12
6889,16,1,12
6889,17,1,12
6889,18,1,12
6889,19,1,12
6889,20,1,12
6889,21,1,12
6889,22,1,12
6889,23,1,12
6889,24,1,12
6890,0,0,12
6890,1,0,12
6890,2,0,12
6890,3,0,12
6890,4,0,12
6890,5,1,12
6890,6,1,12
6890,7,1,12
6890,8,1,12
6890,9,1,12
6890,10,1,12
6890,11,1,12
6890,12,1,12
6890,13,1,12
6890,14,1,12
6890,15,1,12
6890,16,1,12
6890,17,1,12
6890,18,1,12
6890,19,1,12
6890,20,1,12
6890,21,1,12
6890,22,1,12
6890,23,1,12
6890,24,1,12
6892,0,0,12
6892,1,0,12
6892,2,0,12
6892,3,0,12
6892,4,0,12
6892,5,0,12
6892,6,0,12
6892,7,0,12
6892,8,0,12
6892,9,0,12
6892,10,0,12
6892,11,0,12
6892,12,0,12
6892,13,0,12
6892,14,0,12
6892,15,0,12
6892,16,0,12
6892,17,0,12
6892,18,0,12
6892,19,0,12
6892,20,0,12
6892,21,0,12
6892,22,0,12
6892,23,0,12
6892,24,0,12
6895,0,0,24
6895,1,0,24
6895,2,0,24
6895,3,0,24
6895,4,0,24
6895,5,0,24
6895,6,0,24
6895,7,0,24
6895,8,0,24
6895,9,0,24
6895,10,0,24
6895,11,0,24
6895,12,0,24
6895,13,0,24
6895,14,0,24
6895,15,0,24
6895,16,0,24
6895,17,0,24
6895,18,0,24
6895,19,0,24
6895,20,0,24
6895,21,0,24
6895,22,0,24
6895,23,0,24
6895,24,0,24
6896,0,0,12
6896,1,0,12
6896,2,0,12
6896,3,0,12
6896,4,0,12
6896,5,0,12
6896,6,0,12
6896,7,0,12
6896,8,0,12
6896,9,0,12
6896,10,0,12
6896,11,0,12
6896,12,0,12
6896,13,0,12
6896,14,0,12
6896,15,0,12
6896,16,0,12
6896,17,0,12
6896,18,0,12
6896,19,0,12
6896,20,0,12
6896,21,0,12
6896,22,0,12
6896,23,0,12
6896,24,0,12
6897,0,0,12
6897,1,0,12
6897,2,0,12
6897,3,0,12
6897,4,0,12
6897,5,0,12
6897,6,0,12
6897,7,0,12
6897,8,0,12
6897,9,0,12
6897,10,0,12
6897,11,0,12
6897,12,0,12
6897,13,0,12
6897,14,0,12
6897,15,0,12
6897,16,0,12
6897,17,0,12
6897,18,0,12
6897,19,0,12
6897,20,0,12
6897,21,0,12
6897,22,0,12
6897,23,0,12
6897,24,0,12
6900,0,0,12
6900,1,0,12
6900,2,0,12
6900,3,0,12
6900,4,0,12
6900,5,0,12
6900,6,0,12
6900,7,0,12
6900,8,0,12
6900,9,0,12
6900,10,0,12
6900,11,0,12
6900,12,0,12
6900,13,0,12
6900,14,0,12
6900,15,0,12
6900,16,0,12
6900,17,0,12
6900,18,0,12
6900,19,0,12
6900,20,0,12
6900,21,0,12
6900,22,0,12
6900,23,0,12
6900,24,0,12
6901,0,0,24
6901,1,0,24
6901,2,0,24
6901,3,0,24
6901,4,0,24
6901,5,0,24
6901,6,0,24
6901,7,0,24
6901,8,0,24
6901,9,1,24
6901,10,1,24
6901,11,1,24
6901,12,1,24
6901,13,1,24
6901,14,1,24
6901,15,1,24
6901,16,1,24
6901,17,1,24
6901,18,1,24
6901,19,1,24
6901,20,1,24
6901,21,1,24
6901,22,1,24
6901,23,1,24
6901,24,1,24
6902,0,0,24
6902,1,0,24
6902,2,0,24
6902,3,0,24
6902,4,1,24
6902,5,1,24
6902,6,1,24
6902,7,1,24
6902,8,1,24
6902,9,1,24
6902,10,1,24
6902,11,1,24
6902,12,1,24
6902,13,1,24
6902,14,1,24
6902,15,1,24
6902,16,1,24
6902,17,1,24
6902,18,1,24
6902,19,1,24
6902,20,1,24
6902,21,1,24
6902,22,1,24
6902,23,1,24
6902,24,1,24
6905,0,0,12
6905,1,0,12
6905,2,0,12
6905,3,0,12
6905,4,0,12
6905,5,0,12
6905,6,0,12
6905,7,0,12
6905,8,0,12
6905,9,0,12
6905,10,0,12
6905,11,0,12
6905,12,0,12
6905,13,0,12
6905,14,0,12
6905,15,0,12
6905,16,0,12
6905,17,0,12
6905,18,0,12
6905,19,0,12
6905,20,0,12
6905,21,0,12
6905,22,0,12
6905,23,0,12
6905,24,0,12
6913,0,0,18
6913,1,0,18
6913,2,0,18
6913,3,0,18
6913,4,0,18
6913,5,0,18
6913,6,0,18
6913,7,0,18
6913,8,0,18
6913,9,0,18
6913,10,0,18
6913,11,0,18
6913,12,0,18
6913,13,0,18
6913,14,0,18
6913,15,0,18
6913,16,0,18
6913,17,0,18
6913,18,0,18
6913,19,0,18
6913,20,0,18
6913,21,0,18
6913,22,0,18
6913,23,0,18
6913,24,0,18
6914,0,0,24
6914,1,0,24
6914,2,0,24
6914,3,0,24
6914,4,0,24
6914,5,0,24
6914,6,0,24
6914,7,0,24
6914,8,0,24
6914,9,0,24
6914,10,0,24
6914,11,0,24
6914,12,0,24
6914,13,0,24
6914,14,0,24
6914,15,0,24
6914,16,0,24
6914,17,0,24
6914,18,0,24
6914,19,0,24
6914,20,0,24
6914,21,1,24
6914,22,1,24
6914,23,1,24
6914,24,1,24
6915,0,0,18
6915,1,0,18
6915,2,0,18
6915,3,0,18
6915,4,0,18
6915,5,0,18
6915,6,0,18
6915,7,0,18
6915,8,0,18
6915,9,0,18
6915,10,0,18
6915,11,0,18
6915,12,0,18
6915,13,0,18
6915,14,0,18
6915,15,0,18
6915,16,0,18
6915,17,0,18
6915,18,0,18
6915,19,0,18
6915,20,0,18
6915,21,0,18
6915,22,0,18
6915,23,0,18
6915,24,0,18
6918,0,0,18
6918,1,0,18
6918,2,0,18
6918,3,0,18
6918,4,0,18
6918,5,0,18
6918,6,0,18
6918,7,0,18
6918,8,0,18
6918,9,0,18
6918,10,0,18
6918,11,0,18
6918,12,0,18
6918,13,0,18
6918,14,0,18
6918,15,0,18
6918,16,0,18
6918,17,0,18
6918,18,0,18
6918,19,0,18
6918,20,0,18
6918,21,0,18
6918,22,0,18
6918,23,0,18
6918,24,0,18
6919,0,0,24
6919,1,0,24
6919,2,0,24
6919,3,0,24
6919,4,0,24
6919,5,0,24
6919,6,0,24
6919,7,0,24
6919,8,0,24
6919,9,0,24
6919,10,1,24
6919,11,1,24
6919,12,1,24
6919,13,1,24
6919,14,1,24
6919,15,1,24
6919,16,1,24
6919,17,1,24
6919,18,1,24
6919,19,1,24
6919,20,1,24
6919,21,1,24
6919,22,1,24
6919,23,1,24
6919,24,1,24
6920,0,0,24
6920,1,0,24
6920,2,0,24
6920,3,0,24
6920,4,0,24
6920,5,0,24
6920,6,0,24
6920,7,0,24
6920,8,0,24
6920,9,0,24
6920,10,0,24
6920,11,0,24
6920,12,0,24
6920,13,0,24
6920,14,0,24
6920,15,0,24
6920,16,0,24
6920,17,0,24
6920,18,0,24
6920,19,0,24
6920,20,0,24
6920,21,0,24
6920,22,0,24
6920,23,0,24
6920,24,0,24
6921,0,0,12
6921,1,0,12
6921,2,0,12
6921,3,0,12
6921,4,0,12
6921,5,0,12
6921,6,0,12
6921,7,0,12
6921,8,0,12
6921,9,0,12
6921,10,0,12
6921,11,0,12
6921,12,0,12
6921,13,0,12
6921,14,0,12
6921,15,0,12
6921,16,0,12
6921,17,0,12
6921,18,0,12
6921,19,0,12
6921,20,0,12
6921,21,0,12
6921,22,0,12
6921,23,0,12
6921,24,0,12
6922,0,0,18
6922,1,0,18
6922,2,0,18
6922,3,0,18
6922,4,0,18
6922,5,0,18
6922,6,0,18
6922,7,0,18
6922,8,0,18
6922,9,0,18
6922,10,0,18
6922,11,0,18
6922,12,0,18
6922,13,0,18
6922,14,0,18
6922,15,0,18
6922,16,0,18
6922,17,0,18
6922,18,0,18
6922,19,0,18
6922,20,0,18
6922,21,0,18
6922,22,0,18
6922,23,0,18
6922,24,0,18
6924,0,0,12
6924,1,0,12
6924,2,0,12
6924,3,0,12
6924,4,0,12
6924,5,0,12
6924,6,0,12
6924,7,0,12
6924,8,0,12
6924,9,1,12
6924,10,1,12
6924,11,1,12
6924,12,1,12
6924,13,0,12
6924,14,0,12
6924,15,0,12
6924,16,0,12
6924,17,0,12
6924,18,0,12
6924,19,0,12
6924,20,0,12
6924,21,0,12
6924,22,0,12
6924,23,0,12
6924,24,0,12
6925,0,0,12
6925,1,0,12
6925,2,0,12
6925,3,0,12
6925,4,0,12
6925,5,0,12
6925,6,0,12
6925,7,0,12
6925,8,0,12
6925,9,0,12
6925,10,0,12
6925,11,0,12
6925,12,0,12
6925,13,0,12
6925,14,0,12
6925,15,0,12
6925,16,0,12
6925,17,0,12
6925,18,0,12
6925,19,0,12
